#'chr'	'start'	'end'	'GSM1402790_cit0min_merged.norm.bigWig'
chr1	36921361	36930040	1.991370556
chr1	36931643	36948915	1.787785012
chr1	36931643	36948915	1.787785012
chr1	36931643	36948915	1.787785012
chr1	37261127	37499844	1.921729124
chr1	37270218	37499844	1.919165898
chr1	37627163	37627235	nan
chr1	37920479	37940044	2.195111413
chr1	37940118	37949978	2.192177841
chr1	37945750	37949976	2.076697084
chr1	37955560	37979867	2.308183826
chr1	37955560	37980420	2.294193763
chr1	37955560	37980420	2.294193763
chr1	37955560	37980420	2.294193763
chr1	37955560	37980420	2.294193763
chr1	37955560	37980420	2.294193763
chr1	37955560	37980420	2.294193763
chr1	37966535	37966595	1.399999976
chr1	38000049	38019945	1.92541051
chr1	38000049	38019945	1.92541051
chr1	38022519	38032458	2.080818083
chr1	38022519	38032458	2.080818083
chr1	38032412	38061586	1.791111506
chr1	38042028	38061586	1.885333145
chr1	38049175	38061586	1.931358127
chr1	38076950	38100595	1.934954597
chr1	38076950	38100595	1.934954597
chr1	38076950	38100595	1.934954597
chr1	38076950	38100595	1.934954597
chr1	38147241	38149148	1.676923075
chr1	38147241	38156175	1.636257923
chr1	38147241	38156175	1.636257923
chr1	38147241	38156192	1.633055261
chr1	38147242	38149864	1.559763302
chr1	38151944	38157888	1.753640556
chr1	38158072	38175391	1.976429138
chr1	38158072	38175391	1.976429138
chr1	38158525	38171239	1.907987456
chr1	38179552	38186226	1.399999976
chr1	38179552	38197254	1.771692136
chr1	38179559	38218898	1.815782142
chr1	38179559	38222363	1.886629413
chr1	38181645	38230824	1.874234272
chr1	38225944	38230824	1.816349819
chr1	38259773	38267278	2.239379126
chr1	38259773	38267278	2.239379126
chr1	38261159	38267278	2.288732439
chr1	38268613	38273865	1.994363279
chr1	38273472	38275126	1.399999976
chr1	38273472	38275126	1.399999976
chr1	38275238	38325292	2.169689806
chr1	38287792	38325292	2.084605465
chr1	38326368	38397421	1.894820238
chr1	38326368	38411522	1.899386368
chr1	38326368	38412729	1.901875919
chr1	38339664	38355396	1.639923731
chr1	38349908	38349989	nan
chr1	38394211	38411522	1.900193632
chr1	38422651	38455761	2.127666696
chr1	38422651	38455761	2.127666696
chr1	38462441	38471187	1.995182496
chr1	38462441	38471187	1.995182496
chr1	38463408	38471186	2.15360446
chr1	38478383	38490497	1.822911817
chr1	38478383	38490497	1.822911817
chr1	38478383	38490497	1.822911817
chr1	38509522	38512450	2.150000036
chr1	38554902	38555001	nan
chr1	38674705	38680439	1.714044944
chr1	39303868	39325495	2.359465582
chr1	39303868	39325495	2.359465582
chr1	39303868	39340166	2.348178253
chr1	39328161	39339050	2.362934014
chr1	39328161	39347298	2.329199566
chr1	39340222	39341770	2.375824212
chr1	39351478	39385009	2.181569165
chr1	39351478	39395185	2.126007858
chr1	39351478	39407456	2.087377077
chr1	39381174	39407456	2.050902049
chr1	39456915	39471737	2.004050467
chr1	39456915	39471737	2.004050467
chr1	39456915	39471737	2.004050467
chr1	39491966	39500308	2.457585189
chr1	39491966	39500308	2.457585189
chr1	39547088	39568889	2.094035952
chr1	39549838	39901433	2.105984857
chr1	39549838	39952810	2.092624877
chr1	39549838	39952810	2.092624877
chr1	39587984	39901433	2.086841044
chr1	39619835	39619968	nan
chr1	39648409	39648505	nan
chr1	39670422	39748740	2.147041157
chr1	39765881	39790406	2.189763687
chr1	39765881	39839145	2.045595036
chr1	39796855	39901433	1.949941571
chr1	39875175	39882154	2.161165081
chr1	39903448	39952810	1.940574128
chr1	39927554	39952810	2.000468721
chr1	39934264	39952656	2.015205582
chr1	39934286	39952656	2.015449962
chr1	39957317	39995541	1.971999912
chr1	39970194	39970267	nan
chr1	39987951	39991357	1.649999996
chr1	39987951	40025370	1.857824619
chr1	40026484	40042521	1.750762691
chr1	40026484	40042521	1.750762691
chr1	40026484	40042521	1.750762691
chr1	40033045	40033182	nan
chr1	40089102	40098672	1.940310096
chr1	40089102	40105348	1.936508652
chr1	40124792	40137710	2.151221167
chr1	40144644	40157089	1.967661382
chr1	40144644	40157089	1.967661382
chr1	40204516	40222441	1.85900227
chr1	40204516	40222441	1.85900227
chr1	40204516	40222441	1.85900227
chr1	40204516	40222441	1.85900227
chr1	40204516	40229586	1.863965644
chr1	40204516	40229586	1.863965644
chr1	40208176	40222441	1.811798296
chr1	40222853	40225715	1.859183686
chr1	40223902	40254533	1.648643731
chr1	40229222	40254533	1.582140382
chr1	40235196	40237020	nan
chr1	40306705	40319740	2.140667153
chr1	40306705	40319740	2.140667153
chr1	40306705	40319740	2.140667153
chr1	40306705	40319740	2.140667153
chr1	40306705	40319740	2.140667153
chr1	40306705	40319740	2.140667153
chr1	40306705	40319740	2.140667153
chr1	40306705	40319740	2.140667153
chr1	40306705	40349177	2.069614984
chr1	40306705	40349177	2.069614984
chr1	40306705	40349177	2.069614984
chr1	40306705	40349177	2.069614984
chr1	40306705	40349177	2.069614984
chr1	40306705	40349177	2.069614984
chr1	40306705	40349177	2.069614984
chr1	40306705	40349177	2.069614984
chr1	40306705	40349177	2.069614984
chr1	40319464	40319738	nan
chr1	40361095	40367687	1.768875744
chr1	40361095	40367687	1.768875744
chr1	40365283	40367687	1.413452892
chr1	40420783	40434417	2.374401728
chr1	40420783	40435628	2.36513312
chr1	40420783	40435628	2.36513312
chr1	40420783	40435628	2.36513312
chr1	40420783	40435628	2.36513312
chr1	40420819	40422587	1.399999976
chr1	40506254	40525833	2.26373506
chr1	40506254	40538321	2.103099142
chr1	40506254	40538321	2.103099142
chr1	40506254	40538321	2.103099142
chr1	40506254	40538321	2.103099142
chr1	40506254	40538321	2.103099142
chr1	40538381	40558179	2.141316253
chr1	40538381	40563142	2.143092421
chr1	40538381	40563142	2.143092421
chr1	40538381	40563142	2.143092421
chr1	40627040	40706593	2.193591045
chr1	40696475	40706593	2.110069962
chr1	40713572	40717365	1.649999996
chr1	40723721	40759856	2.156241511
chr1	40766162	40782981	1.952159985
chr1	40766162	40783060	1.952394993
chr1	40839377	40882027	1.986205077
chr1	40839377	40888998	1.988774527
chr1	40840304	40888998	1.987792818
chr1	40859016	40888998	1.855938109
chr1	40862471	40888998	1.885834366
chr1	40879644	40888998	1.57611335
chr1	40915773	40929390	1.657426928
chr1	40915773	40929390	1.657426928
chr1	40916336	40929390	1.658152932
chr1	40943301	40962015	1.829345385
chr1	40943301	40962015	1.829345385
chr1	40943301	40962015	1.829345385
chr1	40974432	40982214	2.115307614
chr1	40974432	40982214	2.115307614
chr1	40974460	40982214	2.145156517
chr1	40980216	40981338	4.300000191
chr1	40997232	41013841	2.21507132
chr1	41086351	41131324	2.026834122
chr1	41086351	41131324	2.026834122
chr1	41154751	41157933	2.263679288
chr1	41157241	41232915	2.026350617
chr1	41157241	41237275	2.01610009
chr1	41157241	41237275	2.01610009
chr1	41157241	41237275	2.01610009
chr1	41157241	41237275	2.01610009
chr1	41157241	41237275	2.01610009
chr1	41157679	41237275	2.015488856
chr1	41175037	41237276	1.959319289
chr1	41204507	41237276	1.877933189
chr1	41220026	41220118	nan
chr1	41222955	41223044	nan
chr1	41249683	41306124	1.885241567
chr1	41249683	41306124	1.885241567
chr1	41326727	41328018	1.399999976
chr1	41347313	41347427	nan
chr1	41445006	41478235	1.841948447
chr1	41445006	41478235	1.841948447
chr1	41447600	41462029	1.957767359
chr1	41448832	41478235	1.793033062
chr1	41454190	41478235	1.687151943
chr1	41480261	41509562	1.954407171
chr1	41481268	41486458	1.622488032
chr1	41481268	41487397	1.721453288
chr1	41481268	41487427	1.721453288
chr1	41481268	41487427	1.721453288
chr1	41492870	41625605	2.090758783
chr1	41492870	41627104	2.092423321
chr1	41492870	41628689	2.094138474
chr1	41492870	41707815	2.016042658
chr1	41492870	41707815	2.016042658
chr1	41492870	41707815	2.016042658
chr1	41492870	41707815	2.016042658
chr1	41494255	41625605	2.093110989
chr1	41932607	41932699	1.399999976
chr1	41944445	41949874	1.902515738
chr1	41944445	41949874	1.902515738
chr1	41944445	41949874	1.902515738
chr1	41944445	41949874	1.902515738
chr1	41944445	41949874	1.902515738
chr1	41944445	41949874	1.902515738
chr1	41944445	41950344	1.961031538
chr1	41972035	42050989	1.978029017
chr1	41972035	42384496	1.975171516
chr1	41972035	42384496	1.975171516
chr1	42312859	42501596	2.003438616
chr1	42619091	42621495	1.399999976
chr1	42628361	42630395	2.850000083
chr1	42642209	42800636	2.07533924
chr1	42642209	42800903	2.074969781
chr1	42642209	42800903	2.074969781
chr1	42642209	42801548	2.074084175
chr1	42846467	42889900	1.999615403
chr1	42896000	42921938	1.83081294
chr1	42896000	42921938	1.83081294
chr1	42922172	42926086	1.766573039
chr1	42922172	42926086	1.766573039
chr1	42929024	43120335	2.041698486
chr1	42955599	43120335	2.034989348
chr1	42962768	43047185	1.997138959
chr1	43000559	43120335	2.04070084
chr1	43002146	43061224	2.082256777
chr1	43124047	43133568	2.201541453
chr1	43124047	43142429	2.103177859
chr1	43124587	43133568	2.26659068
chr1	43144356	43147330	2.012673634
chr1	43148065	43168020	2.073416456
chr1	43198763	43205925	2.121370333
chr1	43198763	43205925	2.121370333
chr1	43198763	43205925	2.121370333
chr1	43212005	43232755	1.923569747
chr1	43212005	43232755	1.923569747
chr1	43212005	43232755	1.923569747
chr1	43225670	43232755	2.307613506
chr1	43232915	43241413	1.861438861
chr1	43253660	43263901	1.604735368
chr1	43272722	43283059	2.109969197
chr1	43282775	43305384	2.0341407
chr1	43282775	43310660	2.090505613
chr1	43282775	43310660	2.090505613
chr1	43291248	43310660	2.237671433
chr1	43295585	43310660	2.291297622
chr1	43312243	43318146	3.112387157
chr1	43312243	43318146	3.112387157
chr1	43312243	43318146	3.112387157
chr1	43314961	43318146	2.562162229
chr1	43316629	43317484	2.150000036
chr1	43323292	43354460	1.980520884
chr1	43391045	43424847	1.868855467
chr1	43424719	43449029	1.869231661
chr1	43489219	43489308	nan
chr1	43585818	43611958	2.018415798
chr1	43613593	43622067	1.515384601
chr1	43629844	43637986	1.658064513
chr1	43629844	43638241	1.743200003
chr1	43629844	43736607	1.912674346
chr1	43637279	43637416	nan
chr1	43638000	43675789	1.80927409
chr1	43638000	43676549	1.798746632
chr1	43638000	43676549	1.798746632
chr1	43638000	43720029	1.912185299
chr1	43735664	43739673	1.999560139
chr1	43735664	43739673	1.999560139
chr1	43738393	43739053	1.399999976
chr1	43747556	43751250	2.409727681
chr1	43747556	43751288	2.409727681
chr1	43766565	43770949	2.201834901
chr1	43766565	43772782	1.946230178
chr1	43766565	43775203	1.983333337
chr1	43766565	43779134	1.966156415
chr1	43766565	43788781	2.03088597
chr1	43766565	43788781	2.03088597
chr1	43766565	43788781	2.03088597
chr1	43770604	43779817	1.965268676
chr1	43772812	43788781	2.092631942
chr1	43786880	43791552	1.7
chr1	43803474	43815208	2.077485968
chr1	43803474	43820135	2.087986028
chr1	43803474	43820135	2.087986028
chr1	43824625	43828873	2.104606555
chr1	43824778	43828873	1.847368433
chr1	43829067	43833409	1.829798668
chr1	43829067	43833745	1.80378311
chr1	43829067	43833745	1.80378311
chr1	43829067	43833745	1.80378311
chr1	43829067	43833745	1.80378311
chr1	43849578	43855483	1.832092435
chr1	43849578	43855483	1.832092435
chr1	43849578	43855483	1.832092435
chr1	43855555	43872565	2.076973324
chr1	43855555	43878462	2.027092664
chr1	43855555	43892209	1.963690465
chr1	43855555	43919918	1.949013631
chr1	43910922	43919918	1.74615385
chr1	43916673	43919176	1.399999976
chr1	43916673	43919176	1.399999976
chr1	43916673	43919660	1.399999976
chr1	43916673	43919660	1.399999976
chr1	43916673	43919660	1.399999976
chr1	43996546	44045736	1.989858647
chr1	43996546	44089343	2.005403575
chr1	43996546	44089343	2.005403575
chr1	44003868	44045736	1.985515267
chr1	44056642	44089343	2.084253138
chr1	44056642	44089343	2.084253138
chr1	44056642	44089343	2.084253138
chr1	44063744	44089343	2.071429769
chr1	44115796	44171189	2.009129666
chr1	44115796	44171189	2.009129666
chr1	44165355	44173012	2.226682731
chr1	44165408	44173012	2.226682731
chr1	44171494	44360149	2.063185397
chr1	44173203	44385889	2.053230115
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44173203	44396837	2.049445168
chr1	44182137	44182227	nan
chr1	44201903	44396837	2.06184096
chr1	44398991	44402912	1.90756015
chr1	44398991	44402912	1.90756015
chr1	44398991	44402912	1.90756015
chr1	44401030	44402912	1.399999976
chr1	44401653	44402912	1.399999976
chr1	44412477	44433694	1.989972106
chr1	44431610	44433694	1.399999976
chr1	44435652	44439043	1.399999976
chr1	44435652	44439043	1.399999976
chr1	44435652	44439043	1.399999976
chr1	44435681	44439043	1.399999976
chr1	44440601	44443972	1.763218395
chr1	44440601	44443972	1.763218395
chr1	44440642	44443967	1.774407588
chr1	44444873	44456843	2.014195453
chr1	44444873	44456843	2.014195453
chr1	44445607	44456843	2.02018229
chr1	44446176	44456843	2.025587162
chr1	44457171	44482228	2.051615875
chr1	44457171	44497164	2.019112824
chr1	44457279	44462198	2.284615426
chr1	44457518	44462198	2.193975938
chr1	44462154	44483012	2.020114647
chr1	44462154	44483012	2.020114647
chr1	44462154	44483012	2.020114647
chr1	44462154	44483012	2.020114647
chr1	44462154	44497164	1.988789567
chr1	44462154	44497164	1.988789567
chr1	44466438	44497164	1.987958167
chr1	44514029	44595868	1.843380724
chr1	44584521	44600809	2.112631207
chr1	44679124	44681197	2.006822636
chr1	44679124	44681197	2.006822636
chr1	44679124	44681440	2.006822636
chr1	44679124	44684427	1.870967755
chr1	44679124	44686351	1.867214249
chr1	44679124	44686351	1.867214249
chr1	44679124	44686351	1.867214249
chr1	44679124	44686351	1.867214249
chr1	44686741	44818597	1.997484991
chr1	44686741	44820939	1.997912498
chr1	44686741	44820939	1.997912498
chr1	44870959	45117396	2.02362944
chr1	44871049	45117396	2.023643173
chr1	44889495	45110466	2.026585684
chr1	44889495	45117396	2.026688042
chr1	45011164	45011224	nan
chr1	45097703	45117395	2.184485846
chr1	45097703	45117396	2.184451287
chr1	45098014	45117395	2.186579789
chr1	45116633	45117394	1.968965539
chr1	45119500	45140099	2.097593303
chr1	45119500	45140099	2.097593303
chr1	45119653	45139750	2.112294294
chr1	45119908	45125967	2.103703733
chr1	45140393	45191263	2.011181418
chr1	45205489	45233438	2.112235298
chr1	45205489	45233438	2.112235298
chr1	45212065	45233438	2.154427731
chr1	45212084	45233438	2.154351079
chr1	45241245	45244412	2.373684226
chr1	45241536	45241610	2.255555596
chr1	45242163	45242261	4.742857303
chr1	45243513	45243584	1.399999976
chr1	45244061	45244130	nan
chr1	45249256	45253426	2.984096463
chr1	45266035	45271667	1.677290833
chr1	45271585	45272957	1.828571439
chr1	45271674	45272340	1.399999976
chr1	45274153	45279171	2.114942561
chr1	45274153	45279801	2.114942561
chr1	45285515	45308616	1.887078846
chr1	45287937	45308616	1.933426438
chr1	45287937	45308616	1.933426438
chr1	45316193	45452394	2.069768032
chr1	45316193	45452394	2.069768032
chr1	45340200	45452394	2.089031762
chr1	45468219	45471260	2.201369903
chr1	45468219	45474223	1.742778797
chr1	45468219	45477027	1.751150207
chr1	45468219	45477027	1.751150207
chr1	45477804	45479663	2.50000003
chr1	45477804	45479824	2.50000003
chr1	45477804	45480135	2.580000043
chr1	45477804	45481341	2.290000033
chr1	45477804	45481341	2.290000033
chr1	45478480	45480508	1.900000016
chr1	45482075	45672250	2.03573204
chr1	45769581	45771291	1.594117639
chr1	45792544	45794346	1.399999976
chr1	45794913	45805629	1.737477695
chr1	45794913	45805629	1.737477695
chr1	45794913	45805629	1.737477695
chr1	45794913	45805787	1.739993401
chr1	45794913	45805787	1.739993401
chr1	45794913	45805787	1.739993401
chr1	45794913	45806142	1.745319734
chr1	45794913	45806142	1.745319734
chr1	45794913	45806142	1.745319734
chr1	45794913	45806142	1.745319734
chr1	45794913	45806142	1.745319734
chr1	45794913	45806142	1.745319734
chr1	45805341	45809650	1.773170738
chr1	45805341	45809650	1.773170738
chr1	45805883	45808674	1.614285707
chr1	45805892	45809650	1.733333336
chr1	45809554	45923543	1.996992616
chr1	45809554	45956840	1.995888228
chr1	45809554	45956840	1.995888228
chr1	45809554	45956840	1.995888228
chr1	45864143	45956840	1.962647057
chr1	45959597	45964294	2.150000036
chr1	45959597	45965751	2.150000036
chr1	45959597	45965751	2.150000036
chr1	45959597	45965751	2.150000036
chr1	45959597	45965751	2.150000036
chr1	45959597	45965751	2.150000036
chr1	45965855	45976739	1.632963808
chr1	45976706	45987610	1.76635881
chr1	45976706	45987610	1.76635881
chr1	45976706	45987610	1.76635881
chr1	45976706	45988562	1.796630092
chr1	46016454	46035723	2.072061097
chr1	46016454	46035723	2.072061097
chr1	46016454	46035723	2.072061097
chr1	46016454	46035723	2.072061097
chr1	46033220	46035723	2.875882396
chr1	46049659	46079853	2.076698036
chr1	46049659	46081143	2.086032386
chr1	46049659	46084578	2.084129229
chr1	46049659	46084578	2.084129229
chr1	46049659	46084578	2.084129229
chr1	46067732	46075197	2.210615421
chr1	46077134	46084578	2.080900272
chr1	46085715	46089731	1.619745217
chr1	46085715	46089731	1.619745217
chr1	46085715	46089731	1.619745217
chr1	46085715	46089731	1.619745217
chr1	46085715	46089731	1.619745217
chr1	46092975	46101396	2.158128863
chr1	46092975	46152302	1.998126489
chr1	46111451	46112357	1.399999976
chr1	46153846	46160108	1.887552757
chr1	46159997	46216485	2.044874957
chr1	46164406	46216485	2.05745072
chr1	46269284	46501796	2.057941426
chr1	46269284	46501796	2.057941426
chr1	46330049	46472067	2.059060095
chr1	46330049	46496962	2.049848473
chr1	46379259	46496433	2.009893248
chr1	46379264	46489944	2.011259872
chr1	46471912	46501794	2.039633747
chr1	46505811	46527810	2.112292105
chr1	46505811	46598380	2.021701418
chr1	46505811	46598380	2.021701418
chr1	46505811	46598467	2.02200172
chr1	46505811	46598708	2.02282882
chr1	46505811	46642160	2.104202211
chr1	46640748	46651634	2.159817579
chr1	46654352	46663145	2.098516351
chr1	46654352	46663145	2.098516351
chr1	46654352	46663171	2.098516351
chr1	46654352	46664121	2.037940405
chr1	46654352	46685977	1.944552687
chr1	46654352	46685977	1.944552687
chr1	46655788	46658237	1.900000016
chr1	46655788	46659597	1.649999996
chr1	46661155	46663779	1.989285737
chr1	46669005	46686928	1.947926012
chr1	46713366	46744145	2.084295259
chr1	46713366	46744145	2.084295259
chr1	46744071	46769038	2.039596402
chr1	46744678	46769038	2.048110651
chr1	46750676	46769038	2.105372071
chr1	46769379	46782447	2.179729215
chr1	46769379	46782447	2.179729215
chr1	46805848	46830824	2.039649903
chr1	46805848	46830824	2.039649903
chr1	46805848	46830824	2.039649903
chr1	46805848	46830824	2.039649903
chr1	46806849	46830824	2.018824993
chr1	46806849	46830824	2.018824993
chr1	46807507	46830824	2.003601805
chr1	46807507	46830824	2.003601805
chr1	46859938	46879520	2.252247295
chr1	46871259	46879520	2.229543188
chr1	46899498	46911374	2.375915443
chr1	46972667	46979886	2.162162198
chr1	46972667	46979886	2.162162198
chr1	47004367	47035927	1.871120605
chr1	47011315	47015678	1.841366918
chr1	47011315	47016887	1.806291399
chr1	47023078	47069966	2.148393301
chr1	47023078	47069966	2.148393301
chr1	47023078	47069966	2.148393301
chr1	47023078	47069966	2.148393301
chr1	47023078	47069966	2.148393301
chr1	47027153	47069966	2.168947707
chr1	47034114	47069966	2.207630072
chr1	47040146	47082563	2.275437266
chr1	47073386	47080805	2.399000031
chr1	47073386	47082563	2.273251772
chr1	47098410	47101972	1.619104471
chr1	47100710	47131550	1.8959003
chr1	47100710	47131550	1.8959003
chr1	47100710	47134099	1.925002187
chr1	47100710	47134099	1.925002187
chr1	47124358	47184736	1.848878157
chr1	47137496	47139166	2.029268319
chr1	47137496	47139256	2.029268319
chr1	47139707	47157769	1.719077648
chr1	47139707	47157769	1.719077648
chr1	47140830	47173723	1.756045258
chr1	47140830	47184736	1.794825728
chr1	47264669	47281083	1.840910923
chr1	47264669	47285021	1.815696504
chr1	47264669	47285021	1.815696504
chr1	47264669	47285021	1.815696504
chr1	47264669	47285021	1.815696504
chr1	47276744	47279987	1.399999976
chr1	47308766	47366147	1.885563717
chr1	47333618	47366147	1.937801192
chr1	47394845	47407156	2.164404726
chr1	47397180	47407156	2.190909071
chr1	47399624	47407156	2.044444402
chr1	47427035	47516423	2.036076876
chr1	47469911	47516423	2.112227504
chr1	47489239	47516423	2.068427017
chr1	47533159	47583992	2.462969964
chr1	47603106	47613153	1.649999996
chr1	47603106	47613153	1.649999996
chr1	47603106	47614526	1.699769651
chr1	47644921	47646011	3.250000089
chr1	47649260	47655771	1.7
chr1	47681962	47689770	1.962162182
chr1	47681962	47695443	1.676871403
chr1	47681962	47697387	1.80011812
chr1	47689675	47697892	1.766666661
chr1	47689675	47697892	1.766666661
chr1	47691628	47691655	nan
chr1	47694867	47779819	1.932644479
chr1	47715810	47778828	1.961590962
chr1	47715810	47778828	1.961590962
chr1	47715810	47779819	1.962766223
chr1	47715810	47779819	1.962766223
chr1	47715810	47779819	1.962766223
chr1	47725960	47749745	2.019316502
chr1	47725960	47779819	1.980555602
chr1	47799468	47824547	2.03163865
chr1	47799468	47844511	1.91136361
chr1	47799468	47844511	1.91136361
chr1	47799468	47844511	1.91136361
chr1	47859449	47861215	2.900000095
chr1	47881743	47883724	1.399999976
chr1	47897806	47900313	1.697986576
chr1	47901688	47906363	1.75005862
chr1	48226199	48462562	1.973702342
chr1	48567386	48648100	1.997282909
chr1	48688356	48703519	1.858759122
chr1	48688356	48714316	1.917465049
chr1	48688356	48714316	1.917465049
chr1	48688356	48714316	1.917465049
chr1	48688356	48714316	1.917465049
chr1	48688356	48714316	1.917465049
chr1	48704993	48714316	1.940000018
chr1	48761043	48937876	1.942979413
chr1	48761043	48937876	1.942979413
chr1	48761043	48937876	1.942979413
chr1	48998526	50489626	1.985791402
chr1	48998526	50489626	1.985791402
chr1	48998526	50489626	1.985791402
chr1	49049541	49511472	1.994529696
chr1	49049541	49511472	1.994529696
chr1	49193539	49242547	2.166481721
chr1	49193539	49242547	2.166481721
chr1	50513685	50667540	1.967241361
chr1	50569581	50667540	1.97799554
chr1	50571963	50667540	1.975925828
chr1	50574593	50667540	1.973508131
chr1	50574593	50667540	1.973508131
chr1	50575478	50663232	1.974473676
chr1	50575478	50667540	1.972661146
chr1	50883222	50887304	1.675862067
chr1	50883222	50889119	1.908536602
chr1	50906934	51078170	2.067133315
chr1	50906934	51425525	1.993640484
chr1	50906934	51425936	1.993547392
chr1	51048075	51048183	nan
chr1	51433607	51440309	1.893013482
chr1	51435641	51440309	1.645791722
chr1	51567905	51613754	1.929622582
chr1	51701944	51739119	2.151849149
chr1	51752929	51763594	2.339240625
chr1	51752929	51787938	2.007295034
chr1	51752929	51787938	2.007295034
chr1	51752929	51795845	2.03131141
chr1	51752929	51796234	2.0308001
chr1	51752929	51810785	2.063952206
chr1	51761209	51796234	1.945002514
chr1	51762902	51796999	1.920165582
chr1	51767243	51796617	1.887506031
chr1	51819934	51887793	1.885048256
chr1	51819934	51984995	1.97877565
chr1	51819934	51984995	1.97877565
chr1	52004296	52004401	nan
chr1	52042850	52254891	2.025925502
chr1	52082545	52254891	2.017183536
chr1	52082545	52254891	2.017183536
chr1	52082545	52254891	2.017183536
chr1	52082545	52254891	2.017183536
chr1	52082545	52254891	2.017183536
chr1	52195485	52254891	2.054435973
chr1	52195485	52254891	2.054435973
chr1	52195485	52254891	2.054435973
chr1	52225295	52254891	2.091773328
chr1	52254865	52306186	1.98047793
chr1	52254865	52343712	1.947887769
chr1	52254865	52344609	1.949555155
chr1	52254865	52344609	1.949555155
chr1	52257249	52344609	1.946633513
chr1	52260143	52344420	1.947534867
chr1	52280222	52343712	1.949990088
chr1	52302015	52302074	nan
chr1	52302636	52305398	2.060606086
chr1	52373627	52456436	2.1042517
chr1	52461412	52461712	nan
chr1	52485803	52521843	1.941290697
chr1	52497768	52521843	1.854094852
chr1	52497768	52521843	1.854094852
chr1	52497776	52499472	1.92969698
chr1	52521856	52556388	2.146521366
chr1	52521856	52556388	2.146521366
chr1	52521856	52556388	2.146521366
chr1	52607765	52729719	1.97574497
chr1	52607765	52812358	1.963804699
chr1	52607765	52812358	1.963804699
chr1	52816264	52831877	1.762260112
chr1	52818203	52824133	1.399999976
chr1	52818203	52825905	1.641666661
chr1	52838500	52870143	1.85574075
chr1	52838500	52870143	1.85574075
chr1	52838500	52870143	1.85574075
chr1	52870218	52883992	2.028240423
chr1	52870218	52883992	2.028240423
chr1	52888947	53018762	2.078296698
chr1	52888947	53018762	2.078296698
chr1	52903891	53018772	2.089349977
chr1	52911936	53019130	2.091548882
chr1	52927865	52992045	2.150002599
chr1	52943379	53018762	2.101669394
chr1	52980465	53018762	1.874700878
chr1	53068042	53074723	1.808545043
chr1	53099065	53122737	1.859933298
chr1	53099065	53134793	1.854548949
chr1	53099065	53135339	1.849522756
chr1	53152013	53164038	2.057191803
chr1	53192130	53282312	1.963195713
chr1	53192130	53293013	1.97319494
chr1	53192130	53293013	1.97319494
chr1	53262405	53293013	2.071638372
chr1	53308182	53360247	2.189077174
chr1	53308182	53360247	2.189077174
chr1	53361581	53387375	1.904176302
chr1	53361581	53387591	1.904120154
chr1	53361581	53387591	1.904120154
chr1	53361581	53387591	1.904120154
chr1	53361581	53392851	1.901240248
chr1	53370705	53387258	1.851753408
chr1	53370705	53387375	1.852355076
chr1	53370705	53387591	1.853427765
chr1	53392900	53461672	1.939115762
chr1	53392900	53517289	2.030590079
chr1	53392900	53517289	2.030590079
chr1	53392900	53517289	2.030590079
chr1	53392900	53517289	2.030590079
chr1	53392900	53517289	2.030590079
chr1	53480561	53517282	2.139691645
chr1	53480561	53517289	2.139602309
chr1	53480561	53517289	2.139602309
chr1	53527723	53551174	1.971618692
chr1	53527723	53551174	1.971618692
chr1	53527723	53551174	1.971618692
chr1	53527723	53551174	1.971618692
chr1	53552850	53608289	2.008926155
chr1	53552854	53556654	1.577669893
chr1	53552854	53608289	2.008931163
chr1	53552854	53608289	2.008931163
chr1	53552854	53608289	2.008931163
chr1	53573599	53608289	1.925766472
chr1	53580247	53584281	1.788111895
chr1	53662100	53679869	1.900427652
chr1	53679771	53686289	1.617206126
chr1	53692563	53704282	1.934350368
chr1	53692563	53704282	1.934350368
chr1	53704281	53708455	1.830721402
chr1	53708040	53793071	1.861444871
chr1	53708040	53793821	1.863032489
chr1	53708040	53793821	1.863032489
chr1	53708040	53793821	1.863032489
chr1	53708040	53793821	1.863032489
chr1	53716361	53734270	1.891493267
chr1	53793904	53802889	1.614799993
chr1	53904042	53905693	nan
chr1	53925071	53933158	1.819217091
chr1	53971905	54199877	1.946041056
chr1	54231133	54304225	2.06800982
chr1	54231133	54304225	2.06800982
chr1	54231133	54304225	2.06800982
chr1	54231133	54304225	2.06800982
chr1	54231133	54304225	2.06800982
chr1	54317391	54355487	1.945340329
chr1	54317391	54355487	1.945340329
chr1	54317391	54355487	1.945340329
